GAME_ID,WEEKDAY,DATE,TIME,AWAY,HOME,TV,POSTPONED
1095,3,5/11/2021,7:00 pm ET,Denver Nuggets,Charlotte Hornets,League Pass,0
1096,3,5/11/2021,7:00 pm ET,Minnesota Timberwolves,Detroit Pistons,League Pass,0
1097,3,5/11/2021,7:30 pm ET,LA Clippers,Toronto Raptors,League Pass,0
1098,3,5/11/2021,8:00 pm ET,Philadelphia 76ers,Indiana Pacers,League Pass,0
1099,3,5/11/2021,8:00 pm ET,Brooklyn Nets,Chicago Bulls,League Pass,0
1100,3,5/11/2021,8:00 pm ET,Dallas Mavericks,Memphis Grizzlies,League Pass,0
1101,3,5/11/2021,9:00 pm ET,Orlando Magic,Milwaukee Bucks,League Pass,0
1102,3,5/11/2021,10:00 pm ET,Phoenix Suns,Golden State Warriors,League Pass,0
1103,3,5/11/2021,10:00 pm ET,Oklahoma City Thunder,Sacramento Kings,League Pass,0
1104,3,5/11/2021,10:30 pm ET,New York Knicks,Los Angeles Lakers,League Pass,0
1105,4,5/12/2021,7:30 pm ET,Washington Wizards,Atlanta Hawks,League Pass,0
1106,4,5/12/2021,8:00 pm ET,San Antonio Spurs,Brooklyn Nets,League Pass,0
1107,4,5/12/2021,8:00 pm ET,Boston Celtics,Cleveland Cavaliers,League Pass,0
1108,4,5/12/2021,9:00 pm ET,New Orleans Pelicans,Dallas Mavericks,League Pass,0
1109,4,5/12/2021,9:00 pm ET,Portland Trail Blazers,Utah Jazz,League Pass,0
1110,4,5/12/2021,10:30 pm ET,Houston Rockets,Los Angeles Lakers,League Pass,0
1111,5,5/13/2021,7:00 pm ET,LA Clippers,Charlotte Hornets,League Pass,0
1112,5,5/13/2021,7:00 pm ET,Milwaukee Bucks,Indiana Pacers,League Pass,0
1113,5,5/13/2021,7:30 pm ET,Orlando Magic,Atlanta Hawks,League Pass,0
1114,5,5/13/2021,7:30 pm ET,Philadelphia 76ers,Miami Heat,League Pass,0
1115,5,5/13/2021,7:30 pm ET,San Antonio Spurs,New York Knicks,League Pass,0
1116,5,5/13/2021,8:00 pm ET,Toronto Raptors,Chicago Bulls,League Pass,0
1117,5,5/13/2021,8:00 pm ET,Sacramento Kings,Memphis Grizzlies,League Pass,0
1118,5,5/13/2021,8:00 pm ET,Denver Nuggets,Minnesota Timberwolves,League Pass,0
1119,5,5/13/2021,10:00 pm ET,Portland Trail Blazers,Phoenix Suns,League Pass,0
1120,6,5/14/2021,7:00 pm ET,Cleveland Cavaliers,Washington Wizards,League Pass,0
1121,6,5/14/2021,8:00 pm ET,Denver Nuggets,Detroit Pistons,League Pass,0
1122,6,5/14/2021,8:00 pm ET,Orlando Magic,Philadelphia 76ers,League Pass,0
1123,6,5/14/2021,8:00 pm ET,Utah Jazz,Oklahoma City Thunder,League Pass,0
1124,6,5/14/2021,9:00 pm ET,Toronto Raptors,Dallas Mavericks,League Pass,0
1125,6,5/14/2021,9:00 pm ET,LA Clippers,Houston Rockets,League Pass,0
1126,6,5/14/2021,9:00 pm ET,Sacramento Kings,Memphis Grizzlies,League Pass,0
1127,6,5/14/2021,10:00 pm ET,New Orleans Pelicans,Golden State Warriors,League Pass,0
1128,7,5/15/2021,TBD,Miami Heat,Milwaukee Bucks,League Pass,0
1129,7,5/15/2021,TBD,Boston Celtics,Minnesota Timberwolves,League Pass,0
1130,7,5/15/2021,TBD,Charlotte Hornets,New York Knicks,League Pass,0
1131,7,5/15/2021,TBD,Phoenix Suns,San Antonio Spurs,League Pass,0
1132,1,5/16/2021,TBD,Houston Rockets,Atlanta Hawks,League Pass,0
1133,1,5/16/2021,TBD,Cleveland Cavaliers,Brooklyn Nets,League Pass,0
1134,1,5/16/2021,TBD,Milwaukee Bucks,Chicago Bulls,League Pass,0
1135,1,5/16/2021,TBD,Miami Heat,Detroit Pistons,League Pass,0
1136,1,5/16/2021,TBD,Memphis Grizzlies,Golden State Warriors,League Pass,0
1137,1,5/16/2021,TBD,Dallas Mavericks,Minnesota Timberwolves,League Pass,0
1138,1,5/16/2021,TBD,Los Angeles Lakers,New Orleans Pelicans,League Pass,0
1139,1,5/16/2021,TBD,Boston Celtics,New York Knicks,League Pass,0
1140,1,5/16/2021,TBD,LA Clippers,Oklahoma City Thunder,League Pass,0
1141,1,5/16/2021,TBD,Orlando Magic,Philadelphia 76ers,League Pass,0
1142,1,5/16/2021,TBD,Denver Nuggets,Portland Trail Blazers,League Pass,0
1143,1,5/16/2021,TBD,Utah Jazz,Sacramento Kings,League Pass,0
1144,1,5/16/2021,TBD,Phoenix Suns,San Antonio Spurs,League Pass,0
1145,1,5/16/2021,TBD,Indiana Pacers,Toronto Raptors,League Pass,0
1146,1,5/16/2021,TBD,Charlotte Hornets,Washington Wizards,League Pass,0
